link,img,type,grade,rate&comment,simpleLocation,status
https://www.goodchoice.kr/product/detail?ano=67751&adcno=2&sel_date=2023-10-14&sel_date2=2023-10-15,//image.goodchoice.kr/resize_1000X500x0/affiliate/2023/10/05/651e69ce4e4d6.jpg,호텔,호텔,9.6 최고에요,숙박 다른날짜 확인,숙박 다른날짜 확인 
https://www.goodchoice.kr/product/detail?ano=65814&adcno=2&sel_date=2023-10-14&sel_date2=2023-10-15,//image.goodchoice.kr/resize_1000X500x0/affiliate/2020/09/28/5f717202dfe61.png,호텔,호텔,9.5 추천해요,판매 완료,판매 완료
